REFID,OLDREFID,LASTUPDATE,OPERATOR,SITENAME,TECHTYPE,STORTYPE,STCOLREFID,INSTCAP,CHPENAB,ROBAND,FITTARIFF,CFDCAP,TURBCAP,TURBNUM,TURBHT,MOUNTTYPE,DEVSTAT,DEVSTATSHT,ADDRESS,COUNTY,REGION,COUNTRY,POSTCODE,EASTING,NORTHING,PLANAUTH,PLANAPPREF,APPEALREF,SOSREF,SOSINTTYPE,JUDREV,OFFWINDRND,PLANAPPSUB,PLANAPPWD,PLANPREFU,APPEALLODG,APPEALWD,APPEALREFU,APPEALGR,PLANPGR,SOSINT,SOSREFU,SOSGR,PLANPEXP,UNDERCONST,OPDATE,LAT,LNG,OPFLAG,GEOSRC
6299,,29/6/2020,Vattenfall,Thanet (extension),Wind Offshore,,,340.0,,,,,10.00,34,210,,Planning Permission Refused,Application Refused,"Thanet offshore windfarm, Dover, ",Offshore,Offshore,England,CT15,649878,175192,DECC (S36),,,,,,,27/6/2018,,1/6/2020,,,,,,,,,,,,51.420070,1.594472,N,REPD
6426,,17/12/2021,Mainstream Renewable Power,Neart na Gaoithe (Resubmission),Wind Offshore,,,450.0,No,,,448.0,8.00,54,208,,Under Construction,Under Construction,"Firth of Forth, 15.5km east of Fife Ness",Offshore,Offshore,Scotland,,384615,708641,Marine Scotland,,,,,,,16/3/2018,,,,,,,3/12/2018,,,,,13/8/2020,,56.270082,-2.248441,N,REPD
6483,,11/4/2022,Vattenfall/Scottish Power Renewables,The East Anglia Array - Norfolk Boreas,Wind Offshore,,,1800.0,,,,,5.00,360,,,Planning Permission Granted,Awaiting Construction,"North Sea, off the East Anglia coast",Offshore,Offshore,England,,708047,312194,The Planning Inspectorate - National Infrastructure,EN010087,,,,,,11/6/2019,,,,,,,10/12/2021,,,,,,,52.619959,2.550073,N,REPD
6501,,20/8/2020,Orsted (formerly Dong Energy)/ Macquarie Group,Race Bank (Phase 2),Wind Offshore,,,286.5,,,,,6.00,45,154,,Operational,Operational,"Race Bank, Greater Wash",Offshore,Offshore,England,,573300,363000,DECC (S36),,,,,,,23/1/2009,,,,,,,6/7/2012,,,,,7/7/2016,1/2/2018,53.135641,0.590935,Y,REPD
6556,,2/7/2020,Innogy (formerly Forewind),Sofia (Teesside B),Wind Offshore,,,1400.0,,,,1400.0,14.00,100,,,Planning Permission Granted,Awaiting Construction,125km off coast of Yorkshire,Offshore,Offshore,England,,675550,599192,The Planning Inspectorate - National Infrastructure,EN010051,,,,,,28/3/2014,,,,,,,5/8/2015,,,,,,,55.210009,2.330096,N,REPD
6810,,13/12/2021,Wave Hub,TwinHub (previously called Wave Hub Floating Wind),Wind Offshore,,,40.0,No,,,,10.00,4,220,,Planning Permission Granted,Awaiting Construction,"Wave Hub 16km North Of, St Ives Head, Hayle",Cornwall,South West,England,TR27 4DD,155246,38189,The Planning Inspectorate - National Infrastructure,PA18/10363,,,,,,31/10/2018,,,,,,,,,,,,,,50.311111,-5.525000,N,MANUAL
7861,,31/3/2022,Simply Blue Energy,Erebus - Floating Offshore Wind Demonstration Project,Wind Offshore,,,100.0,,,,,10.00,10,150,,Planning Application Submitted,Application Submitted,Approximately 45 km off the south west coast of ,Pembrokeshire,Wales,Wales,,196768,194102,Welsh Government (NSIP),DNS/3251528,,,,,,22/12/2021,,,,,,,,,,,,,,51.608985,-4.936522,N,REPD
10241,,22/3/2022,Northern Lighthouse Board,Start Point Lighthouse - Supply and Installation of Wind Turbine,Wind Offshore,,,,No,,,,,1,,,No Application Required,No Application Required,"Start Point Lighthouse, Kingsbridge, Devon",Devon,South West,England,TQ7 2ET,281858,37537,,,,,,,,,,,,,,,,,,,,,,50.225984,-3.657622,N,REPD
2549,01015W4,3/8/2005,Ecotricity,Stockton Wind Turbine,Wind Onshore,,,1.5,,,,,,2,,,Planning Permission Refused,Application Refused,"East of Layden Lane
Track
Norwich
Norfolk",Norfolk,Eastern,England,,639100,293300,South Norfolk Council,07/98/0343/f,,,,,,9/3/1998,,2/5/2001,,,,,,,,,,,,52.485211,1.520115,N,REPD
2550,01016W4,2/5/2006,Western Windpower / Ecotricity,Brundish Wind Turbine,Wind Onshore,,,1.5,,,,,,,,,Planning Permission Refused,Application Refused,East of Brundish Road Stockton Norfolk,Norfolk,Eastern,England,,639700,294700,South Norfolk Council,07/98/0342/F,,,,,,9/3/1998,,2/5/2001,,,,,,,,,,,,52.497510,1.529940,N,REPD
2554,01022W5,27/10/2009,ECONET LTD,Yare Estuary Wind Turbine,Wind Onshore,,,1.5,,,,,0.37,4,,,Abandoned,Abandoned,"South Denes Road, Great Yarmouth, Norfolk",Norfolk,Eastern,England,,653400,303800,Great Yarmouth Borough Council,,,,,,,21/5/1999,,,,,,,28/4/2000,,,,,,,52.572959,1.738253,N,REPD
2555,01023W5,9/5/2013,Ecotricity,South Beach Wind Turbine (Somerton),Wind Onshore,,,1.5,,,,,1.47,1,,,Operational,Operational,"Somerton, Great Yarmouth, Norfolk",Norfolk,Eastern,England,,646953,318736,Great Yarmouth Borough Council,,,,,,,21/5/1999,,28/4/2000,,,,,,,,,,,22/7/2000,52.709921,1.654486,Y,REPD
2556,01038W4,4/12/2008,LRZ Ltd (Taken over by NOVERA),Swaffham 1 - Ecotech Wind Park,Wind Onshore,,,1.5,,,,,1.47,1,,,Operational,Operational,"East of West Acre Road
Swaffham
Norfolk",Norfolk,Eastern,England,,581585,309935,Breckland Council,,,,,,,2/3/1998,,,,,,,19/2/1999,,,,,,16/8/1999,52.656752,0.683288,Y,REPD
2559,04011W3,18/5/2006,Cynllun Trydan Gwynt,Mynydd Gorddu Wind Farm,Wind Onshore,,,10.2,,,,,0.54,19,,,Operational,Operational,Mynydd Gorddu Elerch Tal-y-Bont Dyfed,Dyfed,Wales,Wales,,266200,287200,Ceredigion County Council,,,,,,,4/1/1991,,,,,,,12/9/1991,,,,,,18/4/1998,52.466312,-3.971010,Y,REPD
2560,04022W4,9/12/2003,Powergen Renewables Developments Ltd,Nant Carfan Wind Farm,Wind Onshore,,,20.8,,,,,,,,,Planning Permission Refused,Application Refused,"Machynlleth
Powys",Powys,Wales,Wales,,290400,308000,Powys County Council,,,,,,,20/4/1999,,23/5/2002,,,,,,,,,,,,52.658624,-3.621830,N,REPD
2561,04029W5,29/6/2011,CELTPOWER LTD,Hirddywell Windfarm,Wind Onshore,,,14.8,,,,,,,,,Planning Application Withdrawn,Application Withdrawn,"Southwest Of Newtown, nr Llangurig, Powys",Powys,Wales,Wales,,302500,280000,Powys County Council,M/2000/0705,,,,,,30/8/2000,20/4/2007,,,,,,,,,,,,,52.409299,-3.434772,N,REPD
2563,04043W4,22/4/2009,"Renewable Development Company Ltd, KENTECH Ltd",Cefn Croes Wind Farm,Wind Onshore,,,58.5,,,,,1.50,39,,,Operational,Operational,"Canolbarth Forest,  Devils Bridge  Ceredigion",Dyfed,Wales,Wales,,281000,280000,DECC (S36),AD00737,,,,,,24/7/2000,,,,,,,10/12/2001,,,,,,25/1/2005,52.405042,-3.750700,Y,REPD
2564,04050W3,30/10/2011,RWE npower,Carno 'B' Wind Farm,Wind Onshore,,,16.8,,,,,0.60,28,,,Operational,Operational,"Trannon Moor, Carno, Powys",Powys,Wales,Wales,,291053,295836,Powys County Council,,,,,,,30/12/1993,,,,,,,18/8/1995,,,,,,1/10/1996,52.549447,-3.608170,Y,REPD
2565,04051W3,30/10/2011,RWE npower,Carno 'A' Wind Farm,Wind Onshore,,,16.8,,,,,0.60,28,,,Operational,Operational,"Cwm Cledan
Carno
Powys",Powys,Wales,Wales,,293000,295000,Powys County Council,,,,,,,16/8/1993,,,,,,,18/8/1995,,,,,,1/10/1996,52.542321,-3.579198,Y,REPD
2566,04053W3,3/2/2010,Vestas,Cemmaes 'B' Wind Farm,Wind Onshore,,,3.4,,,,,0.56,6,,,Operational,Operational,"Mynydd y Cemmaes
Cemmaes
Machynlleth
Powys",Powys,Wales,Wales,,287000,308000,Powys County Council,M/1996/0550,,,,,,4/9/1996,,,,,,,16/3/1999,,,,,,1/2/2002,52.657925,-3.672075,Y,REPD
2567,04054W3,9/12/2003,RWE npower,Trysglwyn Wind Farm,Wind Onshore,,,5.6,,,,,0.40,14,,,Operational,Operational,"Trysglwyn Fawr
Rhosybol
Isle of Anglesey
Gwynedd",Gwynedd,Wales,Wales,,244000,389000,Isle of Anglesey County Council,,,,,,,8/8/1992,,10/12/1993,,,,,,,,,,,1/5/1996,53.374778,-4.346474,Y,REPD
2568,04057W4,3/10/2018,Private Developer,Hafoty Ucha '2' and '3' Wind Turbine,Wind Onshore,,,2.6,,,,,0.85,3,,,Operational,Operational,"3 km South of Cerrigydrudion
Llangwm",Clwyd,Wales,Wales,,293500,345500,Conwy County Borough Council,0/25079,,,,,,2/7/2001,,,,,,,17/10/2001,,,,,,15/12/2002,52.996218,-3.588260,Y,REPD
2570,04066W3,2/12/2014,Windjen,Mynydd Glyn Lws Wind Farm,Wind Onshore,,,3.6,,,,,,,,,Planning Permission Refused,Application Refused,Mynydd Glyn Lws Betws-yn-Rhos Clwyd,Clwyd,Wales,Wales,,289000,371200,Conwy County Borough Council,,,,,,,27/3/1995,,27/11/2000,,,,,,,,,,,,53.226224,-3.664175,N,REPD
2573,0406AW4,29/3/2005,WINDJEN POWER LTD,Mynydd Llanelian Wind Farm,Wind Onshore,,,6.5,,,,,,,,,Planning Permission Refused,Application Refused,"5 km South of Colwyn Bay, Conwy",Clwyd,Wales,Wales,,284500,374500,Conwy County Borough Council,,,,,,,2/2/2001,,15/6/2001,,,,,,,,,,,,53.254914,-3.732746,N,REPD
2574,04076W3,10/2/2003,Mersey Docks and Harbour Company and Windcluster Limited,Royal Seaforth Dock Wind Farm,Wind Onshore,,,3.0,,,,,0.50,6,,,Operational,Operational,"Royal Seaforth Dock Port of Liverpool Bootle, Sefton Merseyside",Merseyside,North West,England,,331100,397000,Sefton Council,,,,,,,12/10/1995,,22/8/1997,,,,,,,,,,,24/4/1999,53.465231,-3.039309,Y,REPD
2576,04079W4,14/9/2010,Vestas,Cemmaes 'C' Wind Farm,Wind Onshore,,,15.3,,,,,0.85,18,,,Operational,Operational,"Cemmaes
Machynlleth
Powys",Powys,Wales,Wales,,286800,306000,Powys County Council,M/2000/0846,,,,,,15/10/2000,,,,,,,6/4/2001,,,,,,23/2/2002,52.639912,-3.674344,Y,REPD
2578,04087W4,13/4/2005,South Western Power / Renewable Energy Systems (RES) / NOVERA,Prysan Wind Farm,Wind Onshore,,,9.9,,,,,,,,,Planning Permission Refused,Application Refused,"Prysan Farm, Rhuddlan, Bach, Llanddyfnan, Anglesey",Gwynedd,Wales,Wales,,249000,380000,Isle of Anglesey County Council,,,,,,,18/12/1995,,6/8/1996,,,,,,,,,,,,53.295396,-4.267085,N,REPD
2579,04103W3,10/3/2003,RWE npower,Mynydd Yr Hendre Wind Farm,Wind Onshore,,,29.1,,,,,,,,,Planning Permission Refused,Application Refused,Mynydd Yr Hendre Cefn Coch Newton Powys,Powys,Wales,Wales,,299200,301500,Powys County Council,,,,,,,1/2/1999,,23/5/2002,,,,,,,,,,,,52.601919,-3.489789,N,REPD
2580,04104W3,10/5/2002,MANWEB Generation Holdings/ National Windpower,Llyn Alwen Wind Farm,Wind Onshore,,,19.3,,,,,,,,,Planning Application Withdrawn,Application Withdrawn,"Llyn Alwen
Pentrefoelas
Clwyd",Clwyd,Wales,Wales,,290400,356500,Conwy County Borough Council,,,,,,,,10/5/2002,,,,,,,,,,,,,53.094432,-3.638173,N,REPD
2581,04105W3,13/3/2003,MANWEB Generation Holdings Ltd/ National Windpower,Moel Rhiwlug Wind Farm,Wind Onshore,,,19.2,,,,,,,,,Planning Application Withdrawn,Application Withdrawn,Moel Rhiwlug Pentrefoelas Clwyd,Clwyd,Wales,Wales,,288200,355300,Conwy County Borough Council,,,,,,,,13/3/2003,,,,,,,,,,,,,53.083193,-3.670594,N,REPD
2582,04107W3,4/6/2005,MANWEB Generation Holdings,Llanbabo Wind Farm,Wind Onshore,,,20.4,,,,,2.25,9,,,Operational,Operational,"Llanbabo Wind Farm
Land tp the north of Llyn Alaw
Isle of Anglesey
Gwynedd",Gwynedd,Wales,Wales,,236000,387000,Isle of Anglesey County Council,,,,,,,5/8/1994,,,,,,,19/12/1996,,,,,,1/10/1997,53.354393,-4.465573,Y,REPD
2584,05007W5,5/2/2004,Ecotricity,Windmill Hill,Wind Onshore,,,1.5,,,,,,,,,Planning Permission Refused,Application Refused,"Tinkley Lane, Stonehouse, Gloucestershire",Gloucestershire,South West,England,,381900,200500,Stroud District Council,,,,,,,6/10/2000,,8/5/2001,,,,,,,,,,,,51.702949,-2.263313,N,REPD
2586,06014W5,18/1/2002,RWE npower,Tow Law Wind Farm,Wind Onshore,,,2.6,,,,,0.90,3,,,Operational,Operational,"Tow Law, Crook, County Durham",County Durham,North East,England,,411500,541000,Durham County Council,,,,,,,27/7/1999,,,,,,,7/6/2000,,,,,,30/12/2001,54.763812,-1.822810,Y,REPD
2587,06015W4,10/6/2009,Border Wind Farms Ltd /AMEC,Kirkheaton Wind Farm,Wind Onshore,,,1.8,,,,,0.60,3,,,Operational,Operational,"West Farm, Kirkheaton, Northumberland",Northumberland,North East,England,,400800,576900,Northumberland County Council,,,,,,,4/11/1997,,21/1/1999,,,,21/1/1999,21/1/1999,,,,,,22/5/2000,55.086545,-1.989013,Y,REPD
2588,06015W5,6/12/2010,Your Energy,Moorsyde Wind Farm,Wind Onshore,,,16.1,,,,,3.00,7,,,Appeal Refused,Application Refused,"Near Chillingham, Northumberland",Northumberland,North East,England,,394000,645000,Northumberland County Council,04/B/1107,,,,,,13/1/2005,,27/3/2008,,,19/10/2008,,,,,,,,,55.698416,-2.097033,N,REPD
2591,06019W3,7/10/2009,Border Windfarm Limited / AMEC,Great Eppleton Wind Farm,Wind Onshore,,,3.0,,,,,0.75,4,,,Operational,Operational,"Great Eppleton Farm
North Lane
Hetton le Hole
Tyne and Wear",Tyne and Wear,North East,England,,436900,548200,Sunderland City Council,,,,,,,2/8/1995,,,,,,,25/7/1996,,,,,,1/4/1997,54.827295,-1.427171,Y,REPD
2599,06046W3,30/10/2011,National Windpower,High Moor Wind Farm,Wind Onshore,,,14.7,,,,,,,,,Planning Permission Refused,Application Refused,"High Moor
Barningham
Durham",County Durham,North East,England,,404300,507500,Durham County Council,,,,,,,26/4/1996,,12/11/1998,,,,,,,,,,,,54.462870,-1.935181,N,REPD
2600,06068W5,10/6/2009,ANGOLD ASSOCIATES,Moneylaws Hill,Wind Onshore,,,11.2,,,,,,,,,Planning Application Withdrawn,Application Withdrawn,"Nr Coldstream, Northumberland",Northumberland,North East,England,,387300,634700,Northumberland County Council,,,,,,,,10/6/2009,,,,,,,,,,,,,55.605740,-2.203145,N,REPD
2602,07006W3,30/10/2011,Micon Wind Turbines,Lowick Beacon Windfarm,Wind Onshore,,,1.2,,,,,,,,,Planning Permission Refused,Application Refused,"Lowick Beacon
Lowick Green
near Ulverston
Cumbria",Cumbria,North West,England,,328600,484000,South Lakeland District Council,5951340,,,,,,19/6/1995,,6/10/1997,,,,,,,,,,,,54.246693,-3.097230,N,REPD
2605,07032W4,30/10/2011,Colham Energy Ltd,Firbank Wind Farm,Wind Onshore,,,9.7,,,,,,,,,Planning Permission Refused,Application Refused,"Firbank Fell
Nr Lambrigg
Cumbria",Cumbria,North West,England,,360800,494000,South Lakeland District Council,,,,,,,25/9/1998,,8/12/1998,,,,,,,,,,,,54.340047,-2.604438,N,REPD
2606,07035W4,20/12/2009,Renewable Development Company Ltd,Whinash Wind Farm,Wind Onshore,,,67.5,,,,,2.50,27,,,Planning Permission Refused,Application Refused,"Bretherdale, Tebay, Cumbria",Cumbria,North West,England,,357100,503800,DECC (S36),,,,,,,29/9/2003,,2/3/2006,,,,,,,,,,,,54.427815,-2.662762,N,REPD
2609,07037W5,8/10/2013,S B ENERGY LTD,Reaps Moss Wind Farm,Wind Onshore,,,9.0,,,,,1.00,9,,,Planning Permission Refused,Application Refused,"Off A681, Bacup, Lancashire",Lancashire,North West,England,,389000,422800,Rossendale Borough Council,,,,,,,1/6/1999,,21/2/2000,,,,,,,,,,,,53.701531,-2.168095,N,REPD
2613,07046W3,30/10/2011,Great Orton Wind Farms (II) Ltd,Great Orton Wind Farm (Extension),Wind Onshore,,,2.3,,,,,0.40,6,,,Operational,Operational,"Great Orton Airfield, near Wiggonby, Carlisle, Cumbria",Cumbria,North West,England,,331300,553400,Allerdale Borough Council,,,,,,,26/2/1998,,,,,,,23/6/1998,,,,,,1/2/2000,54.870638,-3.072044,Y,REPD
2617,07056W3,1/8/2016,The Wind Company,Harlock Hill Wind Farm,Wind Onshore,,,2.5,,,,,0.50,5,,,Operational,Operational,"Harlock Hill Wind Farm, Pennington, Near Ulverston, Cumbria",Cumbria,North West,England,LA12 0,325300,479400,South Lakeland District Council,,,,,,,3/2/1995,,,,,,,3/5/1996,,,,,,1/1/1997,54.204888,-3.146715,Y,REPD
2618,07060W4,6/5/2009,Wharrels Hill Windfarm Ltd/ National Windpower,Wharrels Hill Wind Farm,Wind Onshore,,,10.4,,,,,1.30,8,,,Operational,Operational,"Wharrels Hill
Bothel
Cumbria",Cumbria,North West,England,,318000,537200,Allerdale Borough Council,2/2001/0008,APP/G0908/A/01/1075972,,,,,23/12/2000,,19/6/2002,,,,,,,,,,1/4/2007,7/8/2007,54.723088,-3.274647,Y,REPD
2619,07071W4,2/9/2004,Wind Turbine Developments Ltd,Warcock Hill 1MW Project,Wind Onshore,,,1.0,,,,,,,,,Planning Permission Refused,Application Refused,"Coal Clough Wind Farm, Cliviger, Burnley",Lancashire,North West,England,,389500,428500,Burnley Borough Council,,,,,,,24/1/2000,,25/5/2000,,,,,,,,,,,,53.752772,-2.160717,N,REPD
2620,07086W3,30/10/2011,RWE npower,Gunson Height Wind Farm,Wind Onshore,,,7.8,,,,,,,,,Planning Permission Refused,Application Refused,"Gunson Height
Kirkby Moor
Kirkby Ireleth
Cumbria",Cumbria,North West,England,,325700,482200,South Lakeland District Council,,,,,,,5/1/1996,,6/10/1997,,,,,,,,,,,,54.230106,-3.141278,N,REPD
2624,07124W3,30/10/2011,Windprospect / Windcluster,Siddick Wind Farm,Wind Onshore,,,4.2,,,,,0.60,7,,,Operational,Operational,Siddick Wind Farm Siddick Workington Cumbria,Cumbria,North West,England,,300600,532100,Allerdale Borough Council,,,,,,,21/4/1995,,,,,,,11/12/1995,,,,,,1/8/1996,54.674133,-3.542956,Y,REPD
2625,07125W3,11/4/2011,Windprospect / Windcluster,Oldside Wind Farm,Wind Onshore,,,5.4,,,,,0.60,9,,,Operational,Operational,"Oldside Wind Farm
Workington
Cumbria",Cumbria,North West,England,,299700,530500,Allerdale Borough Council,,,,,,,31/10/1995,,,,,,,10/1/1996,,,,,,1/9/1996,54.659581,-3.556357,Y,REPD
2626,07129W3,11/4/2011,The Wind Company,Haverigg Extension Wind Farm,Wind Onshore,,,2.4,,,,,0.60,4,,,Operational,Operational,"Kirksanton Airfield
Part of Hemplands Farm
Haverigg
Millom
Cumbria",Cumbria,North West,England,,313700,479500,Copeland Borough Council,4/91/0463/0,,,,,,29/5/1991,,,,,,,8/8/1991,,,,,,1/7/1998,54.203963,-3.324532,Y,REPD
2628,09053W5,30/10/2011,PERTWOOD PARTNERS,Summerslade Down Wind Cluster,Wind Onshore,,,2.2,,,,,,,,,Planning Permission Refused,Application Refused,"Warminster, Wiltshire",Wiltshire,South West,England,,387630,137910,Wiltshire Council,,,,,,,14/10/1998,,17/5/1999,,,,,,,,,,,,51.140316,-2.178189,N,REPD
2629,10004W4,14/4/2005,NOVERA / Renewable Energy Systems (RES),Corston Windfarm,Wind Onshore,,,7.9,,,,,,,,,Planning Permission Refused,Application Refused,"Corston Windfarm, Castlemartin, Pembrokeshire",Dyfed,Wales,Wales,,193000,199500,Pembrokeshire County Council,,,,,,,5/10/1995,,5/3/1996,,,,,,,,,,,,51.656082,-4.994053,N,REPD
2630,10009W4,26/8/2004,WINDJEN POWER LTD,Blaen Bowi Wind Farm,Wind Onshore,,,3.9,,,,,1.30,3,,,Operational,Operational,"Moelfre Capel Iwan Dyfed, Carmarthenshire",Dyfed,Wales,Wales,,232500,236000,Carmarthenshire County Council,W03608,,,,,,27/6/2000,,,,,,,4/1/2001,,,,,,30/7/2002,51.997123,-4.441276,Y,REPD
2631,10010W5,8/10/2013,AMEC,Ogmore & Garw,Wind Onshore,,,12.0,,,,,,,,,Planning Permission Refused,Application Refused,"Nant Y Moel, Bridgend, Mid Glamorgan",Mid Glamorgan,Wales,Wales,,291400,194500,Bridgend County Borough Council,P/01/887,,,,,,28/9/2001,,13/3/2002,,,,,,,,,,,,51.638789,-3.570734,N,REPD
2632,10011W4,29/3/2005,WINDJEN POWER LTD,Llethercynnon Farm Wind Farm,Wind Onshore,,,7.1,,,,,,,,,Planning Permission Refused,Application Refused,"Nr Garthbrengy, Powys",Powys,Wales,Wales,,305300,236100,Powys County Council,B/01/0111,,,,,,18/4/2000,,22/1/2003,,,,,,,,,,,,52.015223,-3.381331,N,REPD
2633,10011W5,31/8/2010,AMEC,Werfa,Wind Onshore,,,47.5,,,,,2.50,19,,,Appeal Refused,Application Refused,"Nant Y Moel, Bridgend, Mid Glamorgan",Mid Glamorgan,Wales,Wales,,292300,194500,Bridgend County Borough Council,P/01/887/FUL,,,,,,28/9/2001,,13/3/2002,,,25/8/2004,,,,,,,,,51.638963,-3.557733,N,REPD
2636,10019W3,30/10/2011,Micon Wind Turbines (UK) Limited,Parc-Cynog Wind Farm,Wind Onshore,,,3.6,,,,,0.70,5,,,Operational,Operational,"Parc-Cynog Farm
Pendine
Carmarthenshire",Dyfed,Wales,Wales,,225500,209500,Carmarthenshire County Council,,,,,,,5/5/1998,,1/2/2000,,,,,,,,,,,1/2/2001,51.756939,-4.529735,Y,REPD
2638,10050W5,29/10/2001,THREE WAY WIND LTD/ TXU Europower Ltd,Rhoscrowther Wind Cluster,Wind Onshore,,,2.2,,,,,,,,,Planning Permission Refused,Application Refused,"Angle, Pembroke, Dyfed",Dyfed,Wales,Wales,,191300,200500,Pembrokeshire County Council,,,,,,,30/11/1999,,12/4/2001,,,,,,,,,,,,51.664432,-5.019191,N,REPD
2640,10095W3,4/7/2001,RWE npower,Jordanston Wind Farm,Wind Onshore,,,9.8,,,,,,,,,Planning Permission Refused,Application Refused,Land at Jordanston south of Fishguard Dyfed,Dyfed,Wales,Wales,,192300,232800,Pembrokeshire County Council,97/520,,,,,,30/9/1997,,1/9/2001,,,,,,,,,,,,51.954814,-5.024112,N,REPD
2641,10099W3,14/4/2005,RWE npower,Trenewydd Wind Farm,Wind Onshore,,,6.3,,,,,,,,,Planning Permission Refused,Application Refused,Mynydd Trenewydd near Fishguard Dyfed,Dyfed,Wales,Wales,,200700,232500,Pembrokeshire County Council,,,,,,,1/2/1999,,1/10/1999,,,,,,,,,,,,51.955194,-4.901863,N,REPD
2642,10148W3,26/6/2002,South Wales Power / SWALEC,Gelligaer 'A' Wind Farm,Wind Onshore,,,9.8,,,,,,,,,Planning Application Withdrawn,Application Withdrawn,"Gelligaer 'A' Wind Farm
Mynydd Fochriw
Fochriw
Mid Glamorgan",Mid Glamorgan,Wales,Wales,,310000,203500,Merthyr Tydfil County Borough Council,P/99/0295,,,,,,,26/6/2002,,,,,,,,,,,,,51.722977,-3.304359,N,REPD
2643,10149W3,14/4/2005,South Wales Power / SWALEC / National Windpower,Cilciffeth 'A' Wind Farm,Wind Onshore,,,7.8,,,,,,,,,Planning Permission Refused,Application Refused,"Mynydd Cilciffeth
near Fishguard
Dyfed",Dyfed,Wales,Wales,,200700,232500,Pembrokeshire County Council,,,,,,,1/2/1999,,1/10/1999,,,,,,,,,,,,51.955194,-4.901863,N,REPD
2645,10156W3,26/6/2002,South Wales Power / SWALEC,Gelligaer 'B' Wind Farm,Wind Onshore,,,9.8,,,,,,,,,Planning Application Withdrawn,Application Withdrawn,"Gelligaer B Wind Farm
Mynydd Fochriw
Fochriw
Mid Glamorgan",Mid Glamorgan,Wales,Wales,,310000,203500,Merthyr Tydfil County Borough Council,T/99/0295,,,,,,,26/6/2002,,,,,,,,,,,,,51.722977,-3.304359,N,REPD
2646,10157W3,14/4/2005,South Wales Power / SWALEC / National Windpower,Cilciffeth 'B' Wind Farm,Wind Onshore,,,7.8,,,,,,,,,Planning Permission Refused,Application Refused,"Mynydd Cilciffeth
near Fishguard
Dyfed",Dyfed,Wales,Wales,,201000,232500,Pembrokeshire County Council,,,,,,,1/2/1999,,1/10/1999,,,,,,,,,,,,51.955301,-4.897503,N,REPD
2648,11001W4,16/2/2005,Worthyvale Manor Partnership,Worthy Vale Manor,Wind Onshore,,,10.1,,,,,,,,,Planning Permission Refused,Application Refused,"Worthyvale Manor
Camelford
Cornwall",Cornwall,South West,England,,211000,87500,Cornwall Council,,,,,,,8/11/1993,,28/6/1996,,,,,,,,,,,,50.656427,-4.675287,N,REPD
2649,11008W3,16/2/2005,RWE npower,Davidstow Wind Farm,Wind Onshore,,,7.8,,,,,,,,,Planning Application Withdrawn,Application Withdrawn,"Davidstow
Trewinnow Farm
Trevivian
Davidstow
Cornwall",Cornwall,South West,England,,216000,85000,Cornwall Council,,,,,,,,16/2/2005,,,,,,,,,,,,,50.635570,-4.603385,N,REPD
2650,11008W4,16/2/2005,Otterham Wind Farm Ltd - Powergen Renewables,Otterham Down Wind Farm,Wind Onshore,,,7.4,,,,,,5,,,Planning Permission Refused,Application Refused,"Rose Park Farm
Otterham Down
Camelford
North Cornwall",Cornwall,South West,England,,215700,90500,Cornwall Council,2002/0998,,,,,,20/5/2002,,21/1/2003,,,,,,,,,,,,50.684885,-4.610361,N,REPD
2653,11021W3,3/3/2010,John Laing Environmental Assets Group ,Moel Maelogen A,Wind Onshore,,,2.6,,,,,1.30,2,,,Operational,Operational,"Moel Maelogen
Nr Llanrwst
Conwy
Gwynedd",Gwynedd,Wales,Wales,,284700,361300,Conwy County Borough Council,,,,,,,20/8/1999,,,,,,,15/12/1999,,,,,,30/1/2003,53.136358,-3.724979,Y,REPD
2654,11030W5,14/3/2003,THE OLD RACECOURSE WINDFARM LTD,The Old Racecourse,Wind Onshore,,,2.2,,,,,,,,,Planning Permission Refused,Application Refused,"Bratton Fleming, North Devon",Devon,South West,England,,266200,137700,North Devon District Council,29679,,,,,,1/8/2000,,18/12/2001,,,,,,,,,,,,51.122911,-3.913282,N,REPD
